gene	t	p	model_p	fdr	variable
ABCA11P	-2.787572693864622	0.005770765188152159	0.461439430639363	0.021717271976734672	is_metastasis
ABCA12	0.7555417754039611	0.45072485604767476	5.8364684011549604e-06	0.5859713624337692	is_metastasis
ABCA17P	-0.44809053035757584	0.6545248481540892	0.84335307124155	0.755538890285733	is_metastasis
ABCA2	-0.033044692873606944	0.9736686379633457	0.9689955515978583	0.9831379553806093	is_metastasis
ABCA3	0.5707695219647044	0.5687331724303827	3.639975666475006e-6	0.6893143686452363	is_metastasis
ABCA5	0.6417935967625401	0.5216693232397464	9.336914365145745e-6	0.6499577202987046	is_metastasis
ABCA6	-0.4241477742853799	0.6718687601393456	1.5306353552064218e-6	0.7696370618280534	is_metastasis
ABCA7	-1.007265447615423	0.3149038344155241	2.7549983561069294e-5	0.45274841074709304	is_metastasis
ABCA8	2.8183715894094754	0.005262617476724532	6.886611326707259e-9	0.020284190381124896	is_metastasis
ABCA9	-2.4601801589302723	0.014650266717841273	3.891258718646749e-4	0.04410125635820541	is_metastasis
ABCB1	0.10953903200408971	0.9128739164781412	0.999678978663057	0.9440295664765894	is_metastasis
ABCB10	1.025961113993879	0.3060265079695687	0.9955576424632	0.44343800117661714	is_metastasis
ABCB4	0.3277600564042021	0.7434019804311963	1.813095627938369e-4	0.8253527255612904	is_metastasis
ABCB5	-3.6957175575150947	2.7624335015601797e-4	0.7632044960789055	0.0022572662640063506	is_metastasis
ABCB6	-0.3566166142401491	0.7217175512977297	0.9985204002108975	0.8083328170321206	is_metastasis
ABCB8	-0.07684321790154779	0.9388174780946331	8.979102118527667e-4	0.9599941542563081	is_metastasis
ABCB9	-4.669389135627835	5.2293030126009965e-6	0.0015255762850876467	1.2976758969758537e-4	is_metastasis
ABCC1	-1.2449611856808847	0.21445859127285366	0.9982138970817203	0.3408933140574911	is_metastasis
ABCC10	-1.2123306579041768	0.22667444541020287	0.0033465649046592987	0.35570606459124965	is_metastasis
ABCC2	-0.9988866263751331	0.3189371333934882	0.006322391514981668	0.45631698485318206	is_metastasis
ABCC3	-1.2683558122763352	0.205999362671959	0.9104083380843868	0.3302351272624956	is_metastasis
ABCC4	2.0919535499320476	0.03757937058256611	4.250982831026323e-10	0.09071990299638116	is_metastasis
ABCC5	-2.6542773346076154	0.00852300221977481	0.6415271181091108	0.02917449487108371	is_metastasis
ABCC6	-2.406030114392603	0.016945971878118395	1.0043480335148009e-4	0.04928468031287986	is_metastasis
ABCC6P1	-0.9087577814823653	0.36446348670552253	6.84182399648122e-10	0.5020073347597186	is_metastasis
ABCC6P2	-2.4471154142626013	0.015177324526085788	0.0010041636434793989	0.04537451245147815	is_metastasis
ABCC9	-2.051593078642694	0.041382932904153645	0.38522789141786584	0.09761560517986126	is_metastasis
ABCD2	0.5867599886984166	0.5579611073165174	1.4660818497290872e-8	0.6808755367132681	is_metastasis
ABCD3	2.4469405136724833	0.015184492949848003	0.016319109347223186	0.04537672813795848	is_metastasis
ABCD4	-1.4608584122690724	0.14546815967733218	1.314561611857952e-17	0.25461886880425566	is_metastasis
ABCE1	5.113746538545574	6.816582832098711e-7	0.003426141235248486	3.045870420071932e-5	is_metastasis
ABCF1	-1.6365421364087411	0.10340803297792628	0.9761694407558811	0.1972367774129532	is_metastasis
ABCF2	1.0964595432261917	0.27406569014109944	2.304214337620667e-7	0.4093653681185808	is_metastasis
ABCF3	-0.348485923278204	0.7278055374714741	0.015390045152339077	0.8126375287914925	is_metastasis
ABCG1	-0.6828961123760803	0.4953845028310817	0.7833333803784972	0.6264984504295779	is_metastasis
ABCG2	2.1282555928662688	0.03441810165736	8.490967383056842e-5	0.08462221278225998	is_metastasis
ABHD1	-1.269009975606985	0.20576638262746505	0.7035582293365115	0.3298990942091299	is_metastasis
ABHD10	2.05642745626427	0.040910689094456776	0.0031785372311813596	0.09677650025359855	is_metastasis
ABHD11	-2.2364168804785445	0.02631890488981313	0.04648588648653519	0.06899794597923531	is_metastasis
ABHD12	2.6823988877306943	0.007859412191035498	0.5371619502508658	0.027374173689546432	is_metastasis
ABHD13	4.551269701307637	8.781700900538856e-6	0.23974334791542318	1.867433986680853e-4	is_metastasis
ABHD14A	0.29063982251076503	0.7715981286636622	0.8337672745819258	0.8443746087522987	is_metastasis
ABHD14A-ACY1	-0.6311145763218455	0.5286148441596619	0.49708351702235354	0.655833547099062	is_metastasis
ABHD14B	-0.33101371335408797	0.740946351771578	0.5997350910754096	0.8233073774624731	is_metastasis
ABHD15	-2.664617148021034	0.008273362746842738	0.999952092084184	0.02848570640951462	is_metastasis
ABHD16A	2.3085434109223786	0.021901708074022194	0.002086895093297184	0.059735777091982495	is_metastasis
ABHD17A	-0.9455894577941207	0.3453860657031458	0.17830572325621147	0.4833830159310554	is_metastasis
ABHD17B	3.4602082292383223	6.471499392369714e-4	1.3659312499088026e-15	0.004224575655120683	is_metastasis
ABHD17C	1.2219782676086213	0.22301175785645017	2.8435780084207327e-4	0.3513250051247435	is_metastasis
ABHD2	1.0254334470845248	0.30627474868434507	0.9618668749731051	0.4436851802013904	is_metastasis
ABHD3	1.6949825788321546	0.09148086291944202	0.0021729243099239213	0.1790063448479104	is_metastasis
ABHD4	-5.060673691452896	8.7567635154218e-7	2.2692740208989384e-16	3.6482340840488206e-5	is_metastasis
ABHD5	3.9626270319004853	9.993048973767793e-5	1.1993043942894931e-4	0.0010804123392771916	is_metastasis
ABHD6	1.155221576180246	0.2492415752953323	0.48162488728853164	0.3815776908999341	is_metastasis
ABHD8	-0.2405675571564581	0.8101123082099	0.17143139356563877	0.8717257881362436	is_metastasis
ABI1	3.565230085875209	4.4511135806583435e-4	9.807549584415307e-4	0.0031968323376854427	is_metastasis
ABI2	-2.733436078411098	0.00677299587476774	0.005810171190344122	0.024565810878941816	is_metastasis
ABI3	0.28404433192581213	0.7766411533824414	2.667952343367055e-12	0.8480529801067258	is_metastasis
ABI3BP	-1.5930685280724688	0.11256760262460687	0.5102728696495021	0.2104401627246722	is_metastasis
ABL1	-2.439558741527375	0.0154897898396148	7.474291567242946e-16	0.046026059035219065	is_metastasis
ABL2	-0.9363568464893915	0.35010696408250097	0.9475128482607451	0.48766995490232945	is_metastasis
ABLIM1	1.7013577731797143	0.09027590953457312	6.199832392500646e-5	0.17711488712354764	is_metastasis
ABLIM2	-0.5029501956379624	0.6154978917013729	0.003240624336411594	0.7256872270226609	is_metastasis
ABLIM3	-1.5469096366820525	0.12330937051077809	9.152866770681904e-5	0.2251264949071873	is_metastasis
ABO	-3.4751030620921757	6.140202203349901e-4	0.34880995754342753	0.004060873775704947	is_metastasis
ABR	0.6810040547263908	0.49657863095530086	0.01954287764432167	0.6275004715490289	is_metastasis
ABRACL	2.93412435816522	0.0036960656250447726	0.16026983619904592	0.015486185942324093	is_metastasis
ABT1	0.9525363764269374	0.34186097225794165	0.3309482536693494	0.479781028554034	is_metastasis
ABTB1	-3.10252979744281	0.002167807976305798	0.31387640687818447	0.010348021847680144	is_metastasis
ABTB2	-0.3506691275186694	0.726169110135741	0.24247376791924583	0.8115804840206319	is_metastasis
ACAA1	-1.6349144219737326	0.10348411581971471	0.5569458940395939	0.19734143232686369	is_metastasis
ACAA2	1.0771054191424958	0.2826022257048734	1.7790532455401154e-6	0.4191096971907166	is_metastasis
ACACA	-0.1623827953416899	0.8711521229442409	3.0655990095827126e-7	0.9145478049050322	is_metastasis
ACACB	0.6644263914011957	0.5071069820887475	0.4761212112557294	0.636762394852844	is_metastasis
ACAD10	0.18330455498719697	0.8547263640641429	1.9820000048077683e-10	0.9028079189546453	is_metastasis
ACAD11	-1.2385138586560975	0.2168335910067779	0.0014234233721943505	0.3437953313590135	is_metastasis
ACAD8	0.0557888249119221	0.9555602141474122	0.06884927750357349	0.972187485697194	is_metastasis
ACAD9	-0.31065328797028047	0.7563556815572083	2.543538755627153e-9	0.8355029743347749	is_metastasis
ACADL	0.11608865100530719	0.9076872267803296	0.5196751333736764	0.9408026479029942	is_metastasis
ACADM	2.317762923335913	0.021372735686418873	1.9221713456463093e-4	0.05871265134090165	is_metastasis
ACADS	-0.7334668718256824	0.4640475672366713	0.07745355839170366	0.598716342231524	is_metastasis
ACADSB	-0.88568743794967	0.37674432691261006	8.373308129256135e-5	0.5151684966110841	is_metastasis
ACADVL	0.9212226482358131	0.3579342027070026	0.9728866436791765	0.495716610739296	is_metastasis
ACAN	-0.3395980267921843	0.7344803214260278	4.45514539770978e-16	0.8181494271485888	is_metastasis
ACAP1	-1.3976448554399556	0.16361481324143132	4.6294537313712e-16	0.2779070327161085	is_metastasis
ACAP2	3.654937808485127	3.2111302016376263e-4	0.06766744983944456	0.002511975537236747	is_metastasis
ACAP3	-1.4628015622260084	0.1449359728088044	0.9708666925814086	0.25375027105521614	is_metastasis
ACAT1	2.85073067076183	0.00477286669176593	0.014457805143862655	0.018767161706414626	is_metastasis
ACAT2	6.669649992717515	2.011206598782801e-10	2.1209447046202895e-11	6.604241203444918e-8	is_metastasis
ACBD3	2.8504003551021264	0.004777648813851231	0.03133133191821026	0.018780735315027667	is_metastasis
ACBD4	-1.920662081261202	0.05605543343415863	0.0012706418608193601	0.12309070412893164	is_metastasis
ACBD5	2.50241688006342	0.013055772874518715	2.079070264086577e-8	0.040571106791986625	is_metastasis
ACBD6	-3.4020377554683585	7.932415205370351e-4	5.6849064575782995e-6	0.004918358936876942	is_metastasis
ACBD7	-2.357521587893028	0.01926663854162754	0.8717345518777356	0.054539882960661756	is_metastasis
ACCS	0.4666623562544786	0.6411990940174581	0.20876106436248604	0.7453470986685197	is_metastasis
ACD	2.5210118236972563	0.01240417738538034	0.8746382158686987	0.03895919922926715	is_metastasis
ACE	-5.1299718403232895	6.311717279717997e-7	0.0036259154277894887	2.865641414457174e-5	is_metastasis
ACER2	-0.7609286575639089	0.4475071559362209	2.645275350411449e-13	0.5831304025304023	is_metastasis
ACER3	3.3452066128969045	9.652619799983087e-4	9.335176014090568e-4	0.0056460228490373314	is_metastasis
ACHE	-0.8315937226723172	0.40653187810268077	0.12620090675221507	0.5435076570075621	is_metastasis
ACIN1	-2.9653669026824003	0.003353561898356051	0.06270411366479374	0.01439279453033053	is_metastasis
ACKR1	-2.3282994819601135	0.020795797199920744	3.2977838937338514e-9	0.05757581499272175	is_metastasis
ACKR2	-1.790888674031979	0.0746735202817693	0.022640295788612125	0.15325437592711955	is_metastasis
ACKR3	-1.548141132414607	0.1230126776124458	0.0014608237539055595	0.22478827590109157	is_metastasis
ACKR4	-2.4031315012268615	0.01707736826175773	0.11750059415923202	0.04952067079791745	is_metastasis
ACLY	0.6517838454703945	0.515214824913852	0.626163008063051	0.644303722237498	is_metastasis
ACMSD	0.732335553432702	0.46473623945751386	0.9906339729675632	0.5990739034177773	is_metastasis
ACO1	0.34262381167654116	0.732205668168379	6.017249855984223e-7	0.8161951554857116	is_metastasis
ACO2	-0.8278368164142986	0.40865194774897007	3.5255132200015044e-6	0.545642127869074	is_metastasis
ACOT1	0.28578937098338797	0.7753059346004603	2.0277559250067108e-10	0.8469811299922873	is_metastasis
ACOT11	-3.3643452576333055	9.037827609179868e-4	9.861754461618415e-6	0.005400513154533209	is_metastasis
ACOT13	2.270092471656887	0.024161832626119827	0.034313382729014484	0.06448026397293743	is_metastasis
ACOT2	1.5511468043170722	0.12229090559098697	2.940975506132422e-14	0.22389195967284348	is_metastasis
ACOT4	-0.293459411739618	0.7694451698930042	0.004830736962816059	0.842737030630563	is_metastasis
ACOT6	1.7107558785485995	0.08852308676912228	6.046610240831306e-11	0.17448482191994977	is_metastasis
ACOT7	-2.4102848702903907	0.016754718404860647	0.8017324192615842	0.04888956889370372	is_metastasis
ACOT8	1.0188193160690433	0.30939775993682733	0.05151150863175767	0.4468340360343666	is_metastasis
ACOX1	0.5950718297352209	0.552401528703556	0.9311754306024727	0.6766056198208025	is_metastasis
ACOX2	-2.0638274850304352	0.04019672883537654	0.7074794145338166	0.09561620807875956	is_metastasis
ACOX3	-5.555524818166131	7.884299036778567e-8	4.097249916069298e-5	6.626565619006748e-6	is_metastasis
ACP1	2.6312236335891677	0.00910417177000078	1.2059783243053228e-10	0.03070972417401123	is_metastasis
ACP2	0.10636879812910759	0.9153858037054875	0.11301390177502015	0.9454500437657438	is_metastasis
ACP5	2.130115376602929	0.0342624984340465	0.3366877151800744	0.08435684008521999	is_metastasis
ACP6	-2.5299676918377645	0.012100822251905377	6.5973630354057425e-9	0.038284474612794966	is_metastasis
ACRBP	0.6293772523422329	0.5297492478457237	0.10988054714608908	0.6566639785428513	is_metastasis
ACSF2	2.2310920655863606	0.026674894286353744	0.9641797175221511	0.06971118033006013	is_metastasis
ACSF3	0.17229579904655867	0.8633619541453661	1.1626769854845733e-6	0.9090731388913177	is_metastasis
ACSL1	0.38950931502881264	0.6972728157526251	1.509322191582884e-5	0.790167909986121	is_metastasis
ACSL3	3.9663604759933735	9.848118135352006e-5	0.002762577602794459	0.0010696571390090026	is_metastasis
ACSL5	2.303807997158727	0.02215842296501683	7.627205331149933e-8	0.060311571372183695	is_metastasis
ACSL6	-1.0348038529914554	0.30188642751462397	0.7027690576755872	0.4393561790523151	is_metastasis
ACSM1	0.8556209089908658	0.3931300128350431	0.3957260740021998	0.531144941271726	is_metastasis
ACSM2A	-1.379775388664156	0.1690438946531193	0.0012475664616015628	0.2847649478050638	is_metastasis
ACSM2B	-0.9153096601596745	0.36102222353245006	0.01625893708090463	0.49888762930888575	is_metastasis
ACSM3	0.3877490975929525	0.6985732380528815	5.117171762406722e-5	0.7910801002318836	is_metastasis
ACSM5	0.32986347673980376	0.7418141664211539	0.7481082969036686	0.8239786052443907	is_metastasis
ACSS1	-0.9506507160355986	0.3428155187223526	2.1995604851642893e-4	0.4808339251375404	is_metastasis
ACSS2	2.9268812919243747	0.003779910538336328	8.093832200894923e-4	0.01577662926435381	is_metastasis
ACSS3	1.9097860694894395	0.057449752940488354	0.7588342787783812	0.12528074222352223	is_metastasis
ACTA2	-1.5809443514063617	0.11531443344926436	7.593715556657175e-10	0.2141012229196072	is_metastasis
ACTB	-0.4754161333452655	0.6349578329446712	0.007471914148768857	0.7407753946276755	is_metastasis
ACTC1	-2.707877416279882	0.007298814022082885	0.014547649607139328	0.02597259425196833	is_metastasis
ACTG1P4	-2.474694364323388	0.014083837735449755	0.35746449196299496	0.042893481577168595	is_metastasis
ACTG2	-1.1882582482471566	0.23600131436295266	7.784680976982794e-6	0.3665939008586239	is_metastasis
ACTL10	-0.685402782058313	0.49380485727265844	0.45013995536387763	0.6250582326033113	is_metastasis
ACTL6A	4.910282322502012	1.762275905715745e-6	6.168497802750958e-10	5.9451154475145515e-5	is_metastasis
ACTN1	-1.4546049795410951	0.14719106789341563	2.5110998501120985e-15	0.25687275402845494	is_metastasis
ACTN2	-1.122003657267469	0.26307296587323126	0.9387060075332403	0.39736971278176164	is_metastasis
ACTN4	-0.4892803310570938	0.6251263137678553	0.717941201872291	0.7332433585647216	is_metastasis
ACTR10	5.0606227184376795	8.758862283941574e-7	3.1025381091138223e-4	3.6482340840488206e-5	is_metastasis
ACTR1A	2.7060738106622138	0.00733727714363147	0.003674921967963199	0.02605037799046426	is_metastasis
ACTR1B	0.5921811392462621	0.554331930456859	0.9884948312805357	0.6777028010548809	is_metastasis
ACTR2	3.56327532671938	4.48258295002228e-4	0.013394336792116275	0.003209771565504155	is_metastasis
ACTR3	5.508721463457983	9.968041869679067e-8	1.753031257733829e-8	7.863058726249633e-6	is_metastasis
ACTR3B	-3.845928271726414	1.569261049777595e-4	1.5526986830095028e-10	0.0015032541399497721	is_metastasis
ACTR3C	-2.900621773195833	0.004098686456801845	6.271634396943099e-22	0.01672159860446173	is_metastasis
ACTR5	-2.2883663858190273	0.02305718147677371	8.848814934133166e-4	0.06220240780512892	is_metastasis
ACTR6	4.435050916613044	1.4482756451329711e-5	3.581622047189932e-5	2.7014071478570083e-4	is_metastasis
ACTR8	2.9805061387200884	0.0031982859845888028	7.35646892257983e-7	0.013929610765698304	is_metastasis
ACTRT3	1.4407570677810229	0.15106222269136252	0.001142738206188302	0.2618782792390471	is_metastasis
ACVR1	-2.7665117626932836	0.006143468545658818	4.588612073416037e-6	0.02285416049723003	is_metastasis
ACVR1B	-1.1582130308505303	0.24802157819809925	9.147982334399701e-11	0.3799571101396508	is_metastasis
ACVR2A	1.685562490566659	0.09328511017653725	0.9999817444235151	0.18171785570510757	is_metastasis
ACVR2B	-0.11291997032269092	0.9101960466453329	0.5318124096830359	0.9420926005452458	is_metastasis
ACVR2B-AS1	-1.3128062027549456	0.1906037392005248	0.029014557566363026	0.311279759138493	is_metastasis
ACVRL1	-0.5767598312272949	0.5646860641018687	8.36357967957382e-17	0.685940057219407	is_metastasis
ACY1	0.9190740832280343	0.3590543364586486	0.002082690199426758	0.4968976997741957	is_metastasis
ACY3	-0.5343048470084927	0.5936652982759927	0.47064599195600415	0.7090639495565063	is_metastasis
ACYP1	-1.04367021267266	0.29777313809865485	5.814735433924689e-5	0.43526873381442016	is_metastasis
ACYP2	5.475405367597116	1.1768968279204278e-7	1.3216040804181955e-4	8.886515085687936e-6	is_metastasis
ADA	-1.3266101791577363	0.1860006800375619	2.2151314077704238e-6	0.30586241413255255	is_metastasis
ADAL	2.634272307740359	0.0090253257881874	0.03145275730766826	0.0305038519915467	is_metastasis
ADAM10	2.433158043545263	0.015758900651893545	0.2701316215635122	0.046678346382365614	is_metastasis
ADAM12	-1.2776999657726118	0.2026897134761692	4.473129725365216e-5	0.3263001658058955	is_metastasis
ADAM15	-2.469994842936648	0.01426507309488481	0.006096232982251751	0.04330742466131445	is_metastasis
ADAM17	0.7393166324176752	0.460495758512491	0.9777699855248617	0.5952215406624288	is_metastasis
ADAM19	-1.196180936707623	0.23290195680568035	1.2242366394705373e-18	0.36305758777834035	is_metastasis
ADAM1A	-0.9464102972349667	0.34496833369097146	2.326216809360177e-4	0.48298987324903486	is_metastasis
ADAM20	-5.243916891851632	3.6585286673807643e-7	4.804717007815505e-7	2.0100554390434392e-5	is_metastasis
ADAM20P1	-4.648221433706494	5.742570268806066e-6	2.463596312610744e-4	1.3816417887024826e-4	is_metastasis
ADAM21	-3.89247350340816	1.3123910468599775e-4	0.06507370452233444	0.0013138479432452358	is_metastasis
ADAM22	0.01894250036635402	0.9849039888263758	0.9999517656443848	0.9901633550892435	is_metastasis
ADAM28	-1.5149882071810696	0.13119787595831892	4.1981028117088866e-4	0.23563190926166008	is_metastasis
ADAM32	1.074567318061271	0.2837350231064561	0.10521199448077947	0.420392290268957	is_metastasis
ADAM8	-3.0218133359493824	0.002807561783470301	1.5837063374088412e-9	0.012603946218451139	is_metastasis
ADAM9	3.326527792685357	0.0010290052009601092	0.12773065469497594	0.005923177104588969	is_metastasis
ADAMDEC1	1.7715374005522337	0.07784325551152381	5.419401170856528e-5	0.15808237707791115	is_metastasis
ADAMTS1	-2.0250723359247513	0.0440570770121236	0.001837011523078189	0.10202176318077331	is_metastasis
ADAMTS10	-1.636923729952721	0.10306316220176967	0.2864029926924008	0.19684185720126982	is_metastasis
ADAMTS12	2.0487638633823124	0.04166145348276707	3.0550153975612835e-10	0.0980759791891749	is_metastasis
ADAMTS13	-3.81960429369477	1.7349266979774396e-4	0.5443760530981288	0.001619112027458126	is_metastasis
ADAMTS14	0.47096743992908974	0.6381264317188591	0.001254952951749084	0.7430599716205087	is_metastasis
ADAMTS15	-0.911355612095619	0.3630965581863784	0.03533547972977422	0.5007250123636745	is_metastasis
ADAMTS16	0.10323284119666946	0.9178713694085231	0.9656201836663528	0.9470626654463126	is_metastasis
ADAMTS17	-3.937292793194668	1.1031397195286194e-4	0.008393256584862925	0.00115496753222621	is_metastasis
ADAMTS18	-0.7779403898918004	0.43743244360746913	5.395083564056472e-6	0.5729103147887453	is_metastasis
ADAMTS2	-0.18677580708971928	0.8520069901408783	1.246796463668083e-7	0.9004070579140185	is_metastasis
ADAMTS3	0.12296163384416788	0.9022487245552273	0.02130614690227908	0.9375737408536804	is_metastasis
ADAMTS4	-1.7003979460057963	0.09045649665446161	1.9639591876995034e-11	0.17737060585488096	is_metastasis
ADAMTS5	0.98231043784082706	0.32701625278225677	2.751673856202804e-6	0.464504179277698	is_metastasis
ADAMTS6	0.5928753463965573	0.5538680362133221	1.8104291325591377e-6	0.6773868200085695	is_metastasis
ADAMTS7	0.19350537129876993	0.8467401298367953	3.136700275173697e-11	0.8974606390403504	is_metastasis
ADAMTS9	-0.4402564829615916	0.6601797025507792	0.31528162474571664	0.760771843631519	is_metastasis
ADAMTS9-AS2	-4.986893789241301	1.2364785645389716e-6	5.398502411604017e-6	4.696843705781505e-5	is_metastasis
ADAMTSL1	-0.3554190286926097	0.7226131599892422	9.77890378120421e-4	0.8088806912357988	is_metastasis
ADAMTSL2	-0.08624169092889038	0.9313520216506511	3.3166368447129786e-13	0.955094091488648	is_metastasis
ADAMTSL3	0.7881273024321105	0.43146297912217546	0.939193771441857	0.5674606245533828	is_metastasis
ADAMTSL4	-4.524393490727568	9.867333820003118e-6	0.15556159982299056	2.0233632727525698e-4	is_metastasis
ADAMTSL4-AS1	-0.3332057992813477	0.7392934162509717	0.9252123304504026	0.8218898541424865	is_metastasis
ADAP1	-0.5245318238596258	0.6004320498801473	0.12278857723227707	0.7145470328114353	is_metastasis
ADAP2	0.6858484292812469	0.4935243050689666	2.060195639697548e-9	0.6248711610091292	is_metastasis
ADAR	-2.5259682982497482	0.012235462978475744	0.8520708468607738	0.03858078098617184	is_metastasis
ADARB1	-4.227000548966036	3.4604908395795376e-5	8.640358241974165e-13	4.965663684437304e-4	is_metastasis
ADAT1	-2.167768273077228	0.03123989523444249	0.9996555922897155	0.07875510100166541	is_metastasis
ADAT2	1.1107825305041807	0.26786358163583784	2.200933025891735e-4	0.4027080252020901	is_metastasis
ADAT3	-1.7418020682055415	0.08292814550146387	0.20476608951507402	0.16576237464335644	is_metastasis
ADCK1	-0.6523793257632585	0.5148314197889383	0.2019386577020462	0.6439953621031014	is_metastasis
ADCK2	1.0109634028007657	0.3131345369950905	9.631732285109133e-5	0.4508932961830183	is_metastasis
ADCK5	-1.5502085584310206	0.1225158542260968	0.5903109913052145	0.22417051466534751	is_metastasis
ADCY1	-1.9650004735694708	0.05066139001724368	2.021596360273968e-9	0.11378063099148732	is_metastasis
ADCY10P1	-2.5064215993153525	0.012912920703673888	0.05201256204165407	0.040214036245230546	is_metastasis
ADCY2	-0.2591433037394791	0.795764808087003	0.991891751551879	0.8620022316983875	is_metastasis
ADCY3	-2.2664082592458654	0.0243900544403452	1.1435787071173985e-9	0.06497878654673098	is_metastasis
ADCY4	-1.2625700688816748	0.20806835627400602	7.180068404019085e-20	0.3328716508711721	is_metastasis
ADCY5	-1.7094244207688036	0.08876972232530203	2.751388250761511e-6	0.17481568748023218	is_metastasis
ADCY6	-2.6856742758246277	0.007785232328521951	0.001189881162243737	0.027214271681819096	is_metastasis
ADCY7	0.47646832644111026	0.6342093849397004	6.637550853170939e-9	0.7403019419223014	is_metastasis
ADCY8	1.6827649960970252	0.09382642144288265	0.8015369664548457	0.1825336278277078	is_metastasis
ADCY9	-2.579081517779596	0.010551981979825785	0.00391373420611484	0.034338323474335124	is_metastasis
ADD1	-1.7455305840591997	0.08227605877680765	4.60163902266466e-4	0.16474049733984372	is_metastasis
ADD2	1.0769028507737832	0.28269252189329286	7.241122552868212e-5	0.41919958087936304	is_metastasis
ADD3	1.6757483768442405	0.09519529034064327	0.15044918714960534	0.18484014021037992	is_metastasis
ADH1B	3.0741042731142327	0.002375926581035899	1.7615232332343022e-7	0.011141841024319794	is_metastasis
ADH4	-0.468648702861625	0.6397806079915425	0.11052003251925527	0.744556349199751	is_metastasis
ADH5	2.4365981993962693	0.015613752558931932	0.034331055316813595	0.0463261580441519	is_metastasis
ADH6	-1.3131296965784225	0.19049490976142092	0.04004405895948652	0.31117265020987445	is_metastasis
ADHFE1	-1.7867727976478618	0.07533866135301916	2.430041294055818e-11	0.15428389908848703	is_metastasis
ADI1	2.1263780020529186	0.034575810989572436	0.09708661723784219	0.08492093427948562	is_metastasis
ADIPOQ	0.26696261931935344	0.7897457648778121	0.9998955726764096	0.8575874951991623	is_metastasis
ADIPOR1	-0.07582311112077576	0.9396281136762671	0.5729188053811666	0.9603727082959748	is_metastasis
ADIPOR2	4.072122035460897	6.48207867261402e-5	1.1917313981795023e-4	7.951950552329276e-4	is_metastasis
ADIRF	-1.8292727707132852	0.06870013740641961	0.011803791428522042	0.14396645001167185	is_metastasis
ADK	2.6784608054119383	0.007949444090778572	1.9331263746939894e-7	0.027640027225263097	is_metastasis
ADM	-2.422025501992889	0.01623683118220138	0.9953743786191471	0.04774345195599406	is_metastasis
ADM2	-3.49579346994053	5.706294185403173e-4	5.589861836869183e-10	0.0038506776332691748	is_metastasis
ADNP	-1.2013157008946758	0.23090882427123263	0.4599566684025914	0.3609068628193275	is_metastasis
